restaurant_name,online_order,book_table,rating,votes,phone,location,restaurant_type,dish_liked,cuisines,approx_cost_for_two,listed_in_type,listed_in_city,pricing_segment,rating_category
Biryani Durbar,Yes,No,3.7,129,080 49652102,Bannerghatta Road,"Takeaway, Delivery","Chicken Biryani, Chicken Kebab","Biryani, North Indian",400,Delivery,JP Nagar,Mid,Good
The Shawarma Shop,Yes,No,4.1,381,+91 9343665007,BTM,Quick Bites,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",Arabian,250,Delivery,JP Nagar,Budget,Excellent
Sri Vishnu Park,Yes,No,3.8,99,080 49702828,BTM,Casual Dining,Masala Dosa,"South Indian, North Indian, Chinese",350,Delivery,JP Nagar,Mid,Good
Onesta,Yes,Yes,4.4,4410,"+91 8904001150
+91 8904001151",JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600,Delivery,JP Nagar,Mid,Excellent
Sri Udupi Food Hub,Yes,Yes,4.1,176,+91 9916866033,Jayanagar,Casual Dining,"Filter Coffee, Masala Dosa, Idli, Vada","South Indian, North Indian, Chinese, Beverages",500,Delivery,JP Nagar,Mid,Excellent
Samosa Singh,Yes,No,4.0,153,"+91 7349542202
+91 9148998212",JP Nagar,Quick Bites,"Samosa, Chicken Chettinad, Murgh Makhani","Street Food, Fast Food, Rolls, Desserts",200,Delivery,JP Nagar,Budget,Good
Kanti Sweets,Yes,No,4.0,183,"080 22960634
080 41744131",JP Nagar,Sweet Shop,"Rasmalai, Pav Bhaji","Mithai, Street Food",400,Delivery,JP Nagar,Mid,Good
Prasiddhi Food Corner,Yes,No,3.7,171,"+91 9448473299
+91 9900330039",JP Nagar,Quick Bites,Coffee,"Fast Food, North Indian, South Indian",200,Delivery,JP Nagar,Budget,Good
Brundhavana Food Point,Yes,No,4.0,193,+91 9743518909,Kumaraswamy Layout,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Street Food, Beverages",300,Delivery,JP Nagar,Budget,Good
Pathaan Sir,Yes,No,3.9,183,080 42244044,BTM,Quick Bites,"Rolls, Momos, Paratha, Chicken Tikka Roll, Mutton Keema, Egg Roll","Fast Food, Rolls, Momos",250,Delivery,JP Nagar,Budget,Good
Sankranthi Veg Restaurant,Yes,No,3.0,102,+91 8095275614,BTM,Casual Dining,"Tea, Vada Sambar, Masala Dosa","South Indian, North Indian, Chinese",600,Delivery,JP Nagar,Mid,Average
Roll Over,Yes,No,4.1,240,"+91 9901999868
+91 9986034959",JP Nagar,Dessert Parlor,"Rolls, Ice Cream Roll, Fries, Chocolate Icecreams, Banana Nutella, Chocolate Ball, Waffles","Ice Cream, Beverages, Fast Food",500,Delivery,JP Nagar,Mid,Excellent
Chai Point,Yes,No,3.2,209,+91 8880141000,Jayanagar,"Beverage Shop, Quick Bites","Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut","Tea, Beverages, Fast Food",250,Delivery,JP Nagar,Budget,Average
Galito's,Yes,No,4.6,409,+91 8067922374,Bannerghatta Road,Casual Dining,"Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding","African, Burger",1000,Delivery,JP Nagar,Premium,Excellent
Odissi Restaurant,Yes,No,2.9,65,+91 8043744560,BTM,Casual Dining,"Egg Tadka, Roti, Veg Thali","Oriya, Bengali",500,Delivery,JP Nagar,Mid,Average
Dande's Hyderabad Biryani,Yes,No,3.8,209,080 41454647,Bannerghatta Road,Casual Dining,"Chicken Boneless Biryani, Lemon Chicken, Dum Biryani","Biryani, Andhra, North Indian",700,Delivery,JP Nagar,Mid,Good
Marwa Restaurant,Yes,Yes,3.5,551,080 49653014,Bannerghatta Road,Casual Dining,"Kalmi Kabab, Gulab Jamun, Chicken Grill, Shawarma Roll, Vegetarian, Barbeque Chicken, Dal Fry","North Indian, Chinese, Fast Food, BBQ",600,Delivery,JP Nagar,Mid,Average
Patio 805,Yes,Yes,4.1,367,+91 8884999805,Jayanagar,Casual Dining,"Noodles, Laksa Soup, Coffee, Veg Fritters, Vegetarian, Babycorn Manchurian, Mango Salad","Thai, Vietnamese, Asian, Chinese",1200,Delivery,JP Nagar,Premium,Excellent
Yum In My Tum,Yes,No,4.2,102,+91 9108084789,BTM,Quick Bites,"Momos, Pizza Sandwich, Manchow Soup, Spring Roll, Noodles, Fried Rice, Fries","Chinese, Continental, Fast Food, Healthy Food",300,Delivery,JP Nagar,Budget,Excellent
Chokha Chowka,Yes,No,3.9,358,"+91 8045128659
+91 7204304000",BTM,Quick Bites,"Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer","North Indian, Chinese",400,Delivery,JP Nagar,Mid,Good
Bangalore Agarwal Bhavan,Yes,No,3.9,136,"+91 9880988500
+91 9342943356",Jayanagar,Quick Bites,"Paratha, Coffee, Halwa, Lassi","Street Food, North Indian, South Indian",400,Delivery,JP Nagar,Mid,Good
Amontron,Yes,No,3.9,438,+91 9742326196,BTM,Casual Dining,"Katla Kalia, Basanti Pulao, Biryani, Aloo Posto, Mutton Kosha, Ilish, Mutton Dak Bunglow",Bengali,650,Delivery,JP Nagar,Mid,Good
Olive - Era,Yes,No,3.3,513,"080 42017174
080 42021219",Kumaraswamy Layout,Casual Dining,"Shawarma, Biryani, Bbq Chicken, Chicken Grill, Raita","BBQ, Arabian, Chinese, Kebab, Beverages",700,Delivery,JP Nagar,Mid,Average
Mast Punjabi,Yes,No,2.6,231,+91 7338562176,Kumaraswamy Layout,Quick Bites,Aloo Paratha,"North Indian, Chinese, Rolls, Biryani, Kebab",400,Delivery,JP Nagar,Mid,Average
Ashirvaad Grand,Yes,No,4.0,113,"080 26844799
080 26847799",BTM,Quick Bites,"Masala Dosa, Panneer Butter Masala","Chinese, North Indian, South Indian",400,Delivery,JP Nagar,Mid,Good
Vijayalakshmi Veg,Yes,No,3.9,97,080 49653105,Jayanagar,Quick Bites,"Vada, Rava Idli, Masala Dosa, Coffee",South Indian,200,Delivery,JP Nagar,Budget,Good
Desi Dawat,Yes,No,3.7,248,+91 6363331588,Kumaraswamy Layout,Quick Bites,"Tandoori Chicken, Rolls","North Indian, Fast Food",400,Delivery,JP Nagar,Mid,Good
Firangi Bake,Yes,No,4.0,97,+91 7710090007,Bannerghatta Road,Delivery,Lasagne,"Mexican, Italian",600,Delivery,JP Nagar,Mid,Good
Punjabi Food Corner,Yes,No,3.0,354,"080 26850061
+91 9611826251",JP Nagar,Quick Bites,"Kheer, Lassi, Paratha, Amritsari Kulcha, Dal Makhani, Chole Bhature, Aloo Kulcha","North Indian, Chinese, Street Food",400,Delivery,JP Nagar,Mid,Average
Tummy Fuel,Yes,No,4.2,450,"+91 9008558558
+91 9845792610",Jayanagar,Cafe,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes","Cafe, Beverages, Fast Food",400,Delivery,JP Nagar,Mid,Excellent
Taaza Mithai,Yes,No,3.9,47,"080 22977704
+91 9731424222",JP Nagar,Sweet Shop,Samosa,"Mithai, Street Food",100,Delivery,JP Nagar,Budget,Good
The Spice Saga,Yes,No,3.7,126,+91 7397773606,Kumaraswamy Layout,Casual Dining,"Biryani, Chicken Grill, Butter Chicken","Biryani, North Indian, Chinese, Seafood",750,Delivery,JP Nagar,Premium,Good
Gorbandh,Yes,No,4.0,85,080 49652562,BTM,Quick Bites,"Aloo Paratha, Samosa, Kachori, Poha, Chaat","Fast Food, North Indian",400,Delivery,JP Nagar,Mid,Good
Mitraa Da Pizza,Yes,No,3.8,115,"+91 7977809237
+91 7752956789",Kumaraswamy Layout,Quick Bites,"Pizza, Burgers","Fast Food, Pizza",250,Delivery,JP Nagar,Budget,Good
Stories,Yes,Yes,4.2,2206,080 49653116,JP Nagar,"Pub, Casual Dining","Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea","American, Chinese, Continental, North Indian",1200,Delivery,JP Nagar,Premium,Excellent
Zaitoon,Yes,Yes,4.1,1547,"080 41477977
080 41488988",JP Nagar,Casual Dining,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup","BBQ, Arabian, Chinese, North Indian, Desserts",1000,Delivery,JP Nagar,Premium,Excellent
Savoury - Sea Shell Restaurant,Yes,Yes,3.9,1230,"080 49994999
080 65555988",Bannerghatta Road,Casual Dining,"Shawarma, Biryani, Chicken Grill, Rolls, Tomato Soup, Chicken Shawarama, Haleem","Arabian, North Indian, Chinese, Seafood, Biryani, Beverages",900,Delivery,JP Nagar,Premium,Good
Cold Stone Creamery,Yes,No,3.9,101,080 67922488,Bannerghatta Road,Dessert Parlor,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie","Ice Cream, Desserts",400,Delivery,JP Nagar,Mid,Good
Taco Bell,Yes,No,3.7,168,"+91 8448797303
+91 8971535487",Bannerghatta Road,Quick Bites,"Tacos, Fries, Nachos, Burrito","Mexican, American, Fast Food",600,Delivery,JP Nagar,Mid,Good
Kundana,Yes,No,3.7,111,080 49652729,Bannerghatta Road,Casual Dining,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani","Andhra, Biryani",800,Delivery,JP Nagar,Premium,Good
Rustic Stove,Yes,No,3.8,578,"080 26547755
+91 9686372742",Jayanagar,Casual Dining,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish","North Indian, South Indian, Biryani, Beverages",900,Delivery,JP Nagar,Premium,Good
Grills & Rolls,Yes,No,2.5,321,080 26593949,JP Nagar,Quick Bites,"Shawarma, Chicken Grill, Tandoori Chicken, Butter Chicken, Rolls, Chicken Tikka, Grape Juice","North Indian, Chinese, Fast Food, Rolls, Juices",400,Delivery,JP Nagar,Mid,Poor
Magix's Parattha Roll,Yes,No,3.8,184,080 49652620,BTM,Quick Bites,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill","Fast Food, North Indian, Chinese, Mughlai, Rolls",400,Delivery,JP Nagar,Mid,Good
Mealer.in,Yes,No,4.0,206,"080 48542046
+91 9513771133",JP Nagar,Delivery,"Rajma, Dal Makhani, Kadhi Chawal, Dal Tadka","North Indian, Biryani",450,Delivery,JP Nagar,Mid,Good
Upahara Darshini,Yes,No,4.0,166,+91 9845530078,Jayanagar,Quick Bites,"Vada, Coffee, Masala Dosa, Gulab Jamun, Roti, Idli, Tomato Soup","South Indian, North Indian, Chinese",400,Delivery,JP Nagar,Mid,Good
PHEW (Play Hard Eat Wild),Yes,Yes,3.9,488,+91 9365075799,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700,Delivery,JP Nagar,Mid,Good
Shakes Theory,Yes,No,4.5,155,"+91 9886936896
+91 9620000463",Jayanagar,Beverage Shop,"Sandwiches, Thick Shakes, Paan Shake, Brownie Bomb, Spinach Corn Sandwich, Peri Peri Fries, Paneer Peri Peri","Beverages, Sandwich",300,Delivery,JP Nagar,Budget,Excellent
Bhojohori Manna,Yes,No,3.7,666,"+91 9916972666
080 26593666",JP Nagar,Casual Dining,"Fish, Kosha Mangsho, Mishti Doi, Aam Panna, Prawn, Nolen Gurer Ice Cream, Luchi","Bengali, Mughlai",650,Delivery,JP Nagar,Mid,Good
The Belgian Waffle Co.,Yes,No,3.8,151,00 08041010202,Jayanagar,Dessert Parlor,Waffles,"Desserts, Beverages",350,Delivery,JP Nagar,Mid,Good
Amritsari Kulcha Land,Yes,No,4.0,260,"+91 8884449474
+91 7986965273",JP Nagar,Quick Bites,"Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha",North Indian,300,Delivery,JP Nagar,Budget,Good
Shagun Sweets & Foods,Yes,No,3.5,221,"080 42277117
+91 9108457117",BTM,"Sweet Shop, Quick Bites","Chaat, Chole Bhature, Raj Kachori, Thali, Rasmalai, Paratha, Pav Bhaji","Mithai, North Indian, Street Food, Chinese",400,Delivery,JP Nagar,Mid,Average
Bikaner Jn,Yes,No,3.9,85,+91 9163568669,JP Nagar,Quick Bites,"Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea",Rajasthani,300,Delivery,JP Nagar,Budget,Good
Protein Grillhouse,Yes,Yes,4.2,177,080 49652878,Jayanagar,Casual Dining,"Rice Bowl, Salads, Burgers, Nachos, Salad, Prawn, Chocolate Pancakes","Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",800,Delivery,JP Nagar,Premium,Excellent
Dreamcatcher,Yes,No,3.9,50,"+91 7090470823
+91 7996623818",Bannerghatta Road,Cafe,"English Breakfast, Sandwiches",Cafe,600,Delivery,JP Nagar,Mid,Good
Momo Jojo,Yes,No,4.3,539,+91 9513808501,JP Nagar,Quick Bites,"Noodles, Corn Momo, Manchurian, Momo Platter, Veg Momos, Potato Momos, Tandoori Momos","Chinese, Tibetan, Momos",300,Delivery,JP Nagar,Budget,Excellent
Dwaraka Krishna,Yes,No,3.7,328,"+91 9538833223
+91 9742044034",BTM,"Takeaway, Delivery","Biryani, Shahi Paneer","North Indian, Biryani, Chinese",500,Delivery,JP Nagar,Mid,Good
Waffle Head,Yes,No,4.0,36,080 49653258,BTM,"Dessert Parlor, Beverage Shop","Marshmallow, Chocolate Waffles","Desserts, Beverages, Bakery, Ice Cream",300,Delivery,JP Nagar,Budget,Good
Mystique Palate,Yes,No,4.1,339,"+91 9663313544
+91 9916685945",Jayanagar,Quick Bites,"Noodles, Pasta, Schezwan Momos, Chicken Momo, Teriyaki Chicken, Thukpa, Fries","Chinese, Fast Food",300,Delivery,JP Nagar,Budget,Excellent
Dwaraka Grand,Yes,No,3.9,128,+91 9448214873,Kumaraswamy Layout,Casual Dining,"Masala Dosa, Coffee","South Indian, Chinese, Street Food, Juices",500,Delivery,JP Nagar,Mid,Good
@Italy,Yes,No,4.1,306,"+91 7760579999
+91 7026557799",Kumaraswamy Layout,Casual Dining,"Pizza, Pasta, Spinach Salsa, Garlic Bread, Lasagne, Bruschettas, Chocolate Bomb",Italian,700,Delivery,JP Nagar,Mid,Excellent
Deejas Kitchen,Yes,No,3.9,73,+91 7259298695,Bannerghatta Road,"Takeaway, Delivery","Pothichoru, Roast Chicken, Fish Fry","South Indian, Kerala",400,Delivery,JP Nagar,Mid,Good
Wat-a-Burger!,Yes,No,4.0,108,"+91 8496033111
+91 8496033999",Jayanagar,Quick Bites,"Burgers, Tea, Ferrero Rocher, Sandwich, French Fries","Burger, Sandwich, Beverages",500,Delivery,JP Nagar,Mid,Good
Brewsky,Yes,Yes,4.3,4321,"+91 9880438170
+91 9880661701",JP Nagar,Microbrewery,"Pork Chops, Craft Beer, Chicken Biryani, Chowmein, Cocktails, Mocktails, Drunken Chicken Wings","Continental, American",1600,Delivery,JP Nagar,Premium,Excellent
Slate Cafe,Yes,No,4.1,53,+91 8040923832,JP Nagar,Cafe,"Pasta, Sandwiches, Pizza","Cafe, Sandwich, Burger",600,Delivery,JP Nagar,Mid,Excellent
Chow San,Yes,No,3.0,122,"080 65655601
+91 9632247290",Bannerghatta Road,Casual Dining,Noodles,"Chinese, Thai, Momos",500,Delivery,JP Nagar,Mid,Average
Oogway Express,Yes,No,3.9,349,"080 48538853
+91 9663634567",JP Nagar,Casual Dining,"Noodles, Mocktails, Honey Chilli Potatoes, Veg Ball Manchurian, Kung Pao Chicken, Momos, Pepper Chicken","Chinese, Thai, Momos",600,Delivery,JP Nagar,Mid,Good
Tiwari's,Yes,No,3.8,69,"+91 9844733389
+91 7829398815",Jayanagar,Quick Bites,"Sweet Lassi, Gulab Jamun, Palak Paneer Paratha, Paneer Parantha","North Indian, Street Food",200,Delivery,JP Nagar,Budget,Good
Laddoos,Yes,No,3.4,277,080 40991947,BTM,"Quick Bites, Dessert Parlor","Chaat, Panipuri, Lassi, Gol Gappe, Paratha, Pav Bhaji, Samosa","North Indian, Street Food, Mithai",250,Delivery,JP Nagar,Budget,Average
BANGALORE BOX,Yes,Yes,4.1,627,"+91 9901402636
+91 8049577779",BTM,"Casual Dining, Bar","Biryani, Chicken Bbq Wings, Mocktails, Sangria, Cocktails, Burgers, Pasta","Asian, Continental, Finger Food",1500,Delivery,JP Nagar,Premium,Excellent
McDonald's,Yes,No,4.0,258,080 66000666,Bannerghatta Road,Quick Bites,"Burgers, Mocha Frappe, French Fries, Maharaja Mac, Oreo Shake, Egg Wrap","Burger, Fast Food",500,Delivery,JP Nagar,Mid,Good
Mr. Singh Da Dhaba,Yes,No,3.6,241,+91 7406512549,Kumaraswamy Layout,Quick Bites,"Mughlai Paratha, Laccha Paratha, Rolls","North Indian, Chinese",300,Delivery,JP Nagar,Budget,Good
Bathinda Junction,Yes,No,3.8,367,+91 9740701619,BTM,Casual Dining,"Lassi, Shikanji, Butter Chicken, Dal Makhani, Makke Ki Roti, Paneer Punjabi, Chicken Curry",North Indian,600,Delivery,JP Nagar,Mid,Good
Domino's Pizza,Yes,No,3.0,348,"080 26486401
18602100000",Bannerghatta Road,Quick Bites,"Pizza, Garlic Bread","Pizza, Fast Food",400,Delivery,JP Nagar,Mid,Average
The Hunger Room,Yes,No,3.9,37,"+91 8296327123
+91 9739632244",JP Nagar,Quick Bites,"Pizza, Thick Shakes","Continental, Sandwich, Burger, Italian, Salad, Pizza",400,Delivery,JP Nagar,Mid,Good
Pappu Chaiwalla,Yes,No,3.1,89,080 49721444,BTM,Quick Bites,"Ginger Chai, Ginger Tea, Pakoda, Paratha, Maggi, Pav Bhaji, Sulemani Chai","North Indian, Momos, Rolls, Fast Food",350,Delivery,JP Nagar,Mid,Average
Stoned Monkey,Yes,No,4.3,864,"+91 9972710694
+91 9972710894",Banashankari,Dessert Parlor,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu","Desserts, Ice Cream",500,Delivery,JP Nagar,Mid,Excellent
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1064,"080 22452202
080 22452203",Jayanagar,"Casual Dining, Bar","Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails","Italian, Fast Food, Salad, BBQ",1200,Delivery,JP Nagar,Premium,Excellent
Biggies Burger 'n' More,Yes,No,4.1,206,"+91 9740962288
080 41145111",JP Nagar,"Quick Bites, Cafe","Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges","Cafe, Burger, Beverages",650,Delivery,JP Nagar,Mid,Excellent
Biryani Miya,Yes,No,3.7,37,080 49652509,JP Nagar,Delivery,Chicken Biryani,"Biryani, North Indian",600,Delivery,JP Nagar,Mid,Good
Pure & Natural,Yes,No,3.9,212,"+91 9880372471
080 26633304",Jayanagar,Casual Dining,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad","Healthy Food, Beverages, Fast Food",500,Delivery,JP Nagar,Mid,Good
Cravy Wings,Yes,No,4.2,289,"080 26651666
+91 8095050528",Bannerghatta Road,Quick Bites,"Burgers, Chicken Popcorn, Peri Peri Chicken, Wings, Peri Peri Burger, Fries, Crunchy Veg Burger","American, Burger, Fast Food",400,Delivery,JP Nagar,Mid,Excellent
Waffle Walle,Yes,No,4.4,677,+91 8105902392,Bannerghatta Road,Kiosk,"Liege Waffle, Hot Chocolate, Vanilla Ice Cream, Chocolate Waffles, Chocolate Drink, Crunchy Waffles, Chocolate Icecreams","Desserts, Belgian, Beverages",500,Delivery,JP Nagar,Mid,Excellent
Pancuzzi,Yes,No,4.2,170,+91 9742737794,JP Nagar,Cafe,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake","Cafe, Beverages, Desserts",600,Delivery,JP Nagar,Mid,Excellent
Khan Saheb Grills and Rolls,Yes,No,3.9,135,"+91 9535414444
+91 9535424444",Jayanagar,Quick Bites,"Rolls, Biryani, Mutton Seekh, Egg Roll, Chicken Tikka, Chicken Roll","Fast Food, Rolls",350,Delivery,JP Nagar,Mid,Good
Chavadi,Yes,Yes,4.4,2241,080 49653031,Bannerghatta Road,"Casual Dining, Bar","Pizza, Cocktails, Saffron Rice, Pie, Sulemani Chai, Prawn Crackers, Waffles","Continental, North Indian, Pizza, Italian",1200,Delivery,JP Nagar,Premium,Excellent
Vakulaa Veg Restaurant,Yes,No,3.9,52,080 26659009,Jayanagar,Quick Bites,"Masala Dosa, Coffee, Pongal, Tea, Bonda","South Indian, North Indian",200,Delivery,JP Nagar,Budget,Good
Bhavani Chats N Juice,Yes,No,3.9,92,080 41213980,Jayanagar,Quick Bites,"Chaat, Aloo Tikki, Dabeli, Panipuri, Pav Bhaji, Vada Pav, Masala Poori","Beverages, Street Food",200,Delivery,JP Nagar,Budget,Good
Bake Addiction,Yes,No,4.1,91,+91 7406856980,JP Nagar,Bakery,"Cup Cake, Swiss Roll","Bakery, Desserts",500,Delivery,JP Nagar,Mid,Excellent
More Pizza,Yes,No,3.8,46,"+91 9611111141
080 42229996",JP Nagar,Quick Bites,"Pizza, Garlic Bread, Chicken Lasagne",Pizza,450,Delivery,JP Nagar,Mid,Good
Pizza Stop,Yes,No,3.9,386,"+91 9663504448
+91 9880160086",JP Nagar,Quick Bites,"Tortilla Chips, Tabasco Pizza, Salsa, Mixed Sauce Pasta, White Sauce Pasta, Manali Pizza, Nawabi Pizza","Pizza, Italian",600,Delivery,JP Nagar,Mid,Good
WOW! Momo,Yes,No,2.8,91,"+91 7829063084
+91 8220407276",BTM,Quick Bites,"Burgers, Momo Burger, Chocolate Momos, Tandoori Momos","Tibetan, Momos",400,Delivery,JP Nagar,Mid,Average
Go Native,Yes,Yes,4.3,1265,080 49653539,Jayanagar,"Casual Dining, Cafe","Mushroom Soup, Salads, Halwa, Thali, Salad, Millet Pizza, Misal Pav","Healthy Food, Cafe, Beverages",800,Delivery,JP Nagar,Premium,Excellent
Rooftop Cafe,Yes,No,4.1,799,"080 26544411
+91 8050712836",Jayanagar,Cafe,"Pizza, Nachos, Rolls, Veggie Roll, Sandwiches, Burgers, Mango Shake","Cafe, Fast Food, Beverages",400,Delivery,JP Nagar,Mid,Excellent
Cucumber Town,Yes,No,4.2,309,"+91 8884566443
+91 8043365726",BTM,Delivery,"Appam, Chicken Biryani, Kizhi Biryani, Kuluki Sarbat, Panneer Butter Masala, Meen Pollichathu, Vellarikka Pattanam","Kerala, North Indian",600,Delivery,JP Nagar,Mid,Excellent
The Egg Factory,Yes,No,4.0,1310,080 40124848,JP Nagar,Casual Dining,"French Toast, Masala Omelette, Pasta, Egg Paratha, Caramel Custard, Biryani, Penne Alfredo","Continental, American",750,Delivery,JP Nagar,Premium,Good
LIT Gastro Pub,Yes,Yes,3.7,205,+91 9739380630,Jayanagar,Pub,"Mocktails, Cocktails, Beer, Peri Peri Fries, Hot Wings, Pasta, Chilli Chicken","Chinese, Continental, Burger, Pizza",1000,Delivery,JP Nagar,Premium,Good
Sai Abhiruchi,Yes,No,3.8,338,080 49653037,BTM,Casual Dining,"Dum Biryani, Dal Fry, Paneer Biryani","Andhra, North Indian, Biryani",800,Delivery,JP Nagar,Premium,Good
Vinaya Coffee Moments,Yes,No,3.8,46,"+91 9538699211
080 49566825",JP Nagar,Cafe,"Filter Coffee, Pizza, Pasta","Burger, Cafe, Desserts, Sandwich, Italian",450,Delivery,JP Nagar,Mid,Good
Punjabi Swag,Yes,No,3.9,671,"+91 9902920892
+91 9902820893",BTM,Casual Dining,"Lassi, Murgh Lababdar, Makke Ki Roti, Chaap, Butter Paneer, Butter Chicken, Patiala Paneer",North Indian,500,Delivery,JP Nagar,Mid,Good
WAFL,Yes,No,4.0,41,+91 8951725759,Bannerghatta Road,Food Court,Waffles,"Cafe, Fast Food, Desserts, Beverages",400,Delivery,JP Nagar,Mid,Good
Sukh Sagar,Yes,No,3.8,156,080 26634132,Jayanagar,Casual Dining,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti","South Indian, North Indian, Chinese, Street Food",450,Delivery,JP Nagar,Mid,Good
Asha Sweets Centre,Yes,No,3.9,42,080 26492939,JP Nagar,Dessert Parlor,"Rabri, Panipuri, Badam Milk, Kachori, Moong Dal Halwa","Mithai, Street Food",250,Delivery,JP Nagar,Budget,Good
Ande Ka Funda,Yes,No,3.3,117,"+91 9844352310
+91 9964116412",Kumaraswamy Layout,Quick Bites,"Rolls, Chicken Egg Roll, Aloo Paratha, Sattu Paratha, Paneer Roll","North Indian, Fast Food, Rolls",250,Delivery,JP Nagar,Budget,Average
Zeeshan,Yes,No,3.1,320,080 41616648,JP Nagar,Casual Dining,"Firni, Rolls, Egg Roll, Chicken Biryani, Mutton Biryani, Calcutta Biryani, Haleem","North Indian, Kebab, Biryani, Rolls",700,Delivery,JP Nagar,Mid,Average
Machali Port,Yes,No,3.9,34,"+91 9113260882
+91 9886602028",JP Nagar,Casual Dining,"Sea Food, Anjal Masala Fry, Fish Curry, Fish Fry, Thali, Neer Dosa","Mangalorean, Seafood, North Indian",750,Delivery,JP Nagar,Premium,Good
Rock Stone Ice Cream Factory,Yes,No,4.0,130,"+91 8217517683
+91 9916997290",BTM,Dessert Parlor,"Icecream Cake, Brownie, Waffles, Chocolate Icecreams, Thick Shakes",Ice Cream,230,Delivery,JP Nagar,Budget,Good
Meat And Eat,Yes,No,3.7,81,+91 8144883399,JP Nagar,Quick Bites,"Burgers, Fries, Chicken Wings","Fast Food, Burger",500,Delivery,JP Nagar,Mid,Good
Dakshin Cafe,Yes,No,4.1,140,+91 9916806236,JP Nagar,Quick Bites,"Vada, Masala Dosa, Filter Coffee, Kesari Bath, Kharabath, Open Dosa",South Indian,100,Delivery,JP Nagar,Budget,Excellent
